
2023-01-07 19:04:37:	11.8 中国民主革命纲领的制定
2023-01-08 12:32:19:	

2023-01-08 12:32:19:	3.4 正确认识中国人民的反侵略斗争
2023-01-08 12:32:19:	

2023-01-08 12:32:19:	4.1 太平天国农民运动爆发的时代背景
2023-01-08 12:32:19:	

2023-01-08 12:32:19:	4.2 太平天国农民运动的历程
2023-01-08 12:32:30:	1.[单选题] 太平天国利用（）作为发动农民的工具。
2023-01-08 12:32:39:	答案为:宗教
2023-01-08 12:32:45:	2.[单选题] 太平天国定都在（）。
2023-01-08 12:32:54:	答案为:南京
2023-01-08 12:33:00:	3.[单选题] 下列各项中，没有被毛泽东评价为向西方求真理的先进中国人的是（）。
2023-01-08 12:33:08:	答案为:曾国藩
2023-01-08 12:33:11:	4.[单选题] “洪秀全起自布衣，驱逐异族，虽及身而亡，固不能以成败论英雄也”这句话出自（）。
2023-01-08 12:33:21:	答案为:孙中山
2023-01-08 12:33:28:	该小节已完成......
2023-01-08 12:33:45:	

2023-01-08 12:33:45:	3.3 近代中国历次反侵略战争失败的原因
2023-01-08 12:33:55:	1.[单选题] 毛泽东总结近代反侵略战争失败的内部因素，一是社会制度腐败，二是（）。
2023-01-08 12:34:03:	答案为:经济技术落后
2023-01-08 12:34:09:	2.[多选题] 关于近代中国历次反侵略战争失败原因的说法有（）。
2023-01-08 12:34:18:	答案为:A,B    *******代码结束后请手动完成********
2023-01-08 12:34:18:	答案为:A,B    *******代码结束后请手动完成********
2023-01-08 12:34:18:	3.[判断题] 在鸦片战争中牺牲的提督有关天培和陈化成。
2023-01-08 12:34:27:	答案为:A
2023-01-08 12:34:38:	该小节已保存......
2023-01-08 12:34:39:	

2023-01-08 12:34:39:	3.4 正确认识中国人民的反侵略斗争
2023-01-08 12:34:39:	

2023-01-08 12:34:39:	4.1 太平天国农民运动爆发的时代背景
2023-01-08 12:34:39:	

2023-01-08 12:34:39:	4.2 太平天国农民运动的历程
2023-01-08 12:34:39:	

2023-01-08 12:34:39:	4.3 正确评价《天朝田亩制度》和《资政新篇》
2023-01-08 12:34:50:	1.[单选题] 《资政新篇》的作者是（）。
2023-01-08 12:34:59:	答案为:C
2023-01-08 12:35:05:	2.[单选题] 《天朝田亩制度》触及了中国封建社会哪一最根本问题？（）
2023-01-08 12:35:13:	答案为:封建地主土地占有制
2023-01-08 12:35:19:	3.[单选题] 中国近代社会第一部比较完整的资本主义建设方案是（）。
2023-01-08 12:35:28:	答案为:B
2023-01-08 12:35:33:	4.[判断题] 《天朝田亩制度》的核心内容是确立了平均分配土地的方案。
2023-01-08 12:35:42:	答案为:A
2023-01-08 12:35:45:	5.[判断题] 太平天国分配财产的原则是：天下人人不受私，物物归上主。
2023-01-08 12:35:54:	答案为:A
2023-01-08 12:36:02:	该小节已完成......
2023-01-08 12:36:03:	

2023-01-08 12:36:03:	4.4 太平天国农民运动的意义
2023-01-08 12:36:13:	1.[单选题] 以下各项中，不属于太平天国反对外国侵略势力的表现是（）。
2023-01-08 12:36:22:	答案为:信奉拜上帝教
2023-01-08 12:36:25:	2.[判断题] 毛泽东认为政权、族权、神权、夫权是束缚中国人民特别是农民的四条极大的绳索。
2023-01-08 12:36:34:	答案为:A
2023-01-08 12:36:42:	该小节已完成......
2023-01-08 12:36:42:	

2023-01-08 12:36:42:	4.5 太平天国农民起义失败的原因和教训
2023-01-08 12:36:53:	1.[多选题] 太平天国农民起义失败的原因有（）。
2023-01-08 12:37:02:	答案为:后期无法克服领导集团自身腐败现象的滋生#以宗教来发动、组织农民群众#军事战略上出现重大失误#农民阶级无法克服固有的阶级局限性    *******代码结束后请手动完成********
2023-01-08 12:37:02:	答案为:后期无法克服领导集团自身腐败现象的滋生#以宗教来发动、组织农民群众#军事战略上出现重大失误#农民阶级无法克服固有的阶级局限性    *******代码结束后请手动完成********
2023-01-08 12:37:06:	2.[判断题] 在近代中国，农民阶级不是先进生产力的代表者。
2023-01-08 12:37:15:	答案为:A
2023-01-08 12:37:17:	3.[判断题] 太平天国是以先进的政治纲领来发动、组织农民群众的。
2023-01-08 12:37:26:	答案为:A
2023-01-08 12:37:37:	该小节已保存......
2023-01-08 12:37:38:	

2023-01-08 12:37:38:	5.1 洋务运动发生的历史背景
2023-01-08 12:37:38:	

2023-01-08 12:37:38:	5.2 洋务运动的指导思想
2023-01-08 12:37:48:	1.[单选题] 《盛世危言》的作者是（）。
2023-01-08 12:37:57:	答案为:郑观应
2023-01-08 12:38:02:	2.[单选题] 奕訢认为“灭发、捻为先，治俄次之，治英又次之”，“探源之策，在于自强，自强之本，必先练兵”。这说明，洋务派兴办洋务事业的首要目的是（）。
2023-01-08 12:38:12:	答案为:C
2023-01-08 12:38:14:	3.[判断题] 洋务运动的发端可以追溯到19世纪40年代初。
2023-01-08 12:38:23:	答案为:B
2023-01-08 12:38:31:	该小节已完成......
2023-01-08 12:38:32:	

2023-01-08 12:38:32:	5.3 洋务运动的主要内容
2023-01-08 12:38:44:	1.[单选题] 以下各项中，由盛宣怀创办的是（）。
2023-01-08 12:38:53:	答案为:C
2023-01-08 12:38:59:	2.[单选题] 江南制造总局是由（）创办的。
2023-01-08 12:39:08:	答案为:A
2023-01-08 12:39:14:	3.[判断题] 1872年，第一批幼童赴美国留学，他们在国内外的学习是由容闳安排的。
2023-01-08 12:39:23:	答案为:A
2023-01-08 12:39:26:	4.[判断题] 洋务运动以“自强”为口号，创办了军事工业。
2023-01-08 12:39:35:	答案为:B
2023-01-08 12:39:42:	该小节已完成......
2023-01-08 12:39:43:	

2023-01-08 12:39:43:	5.4 洋务运动的性质
2023-01-08 12:39:54:	1.[单选题] （）代表中国签订了《马关条约》。
2023-01-08 12:40:02:	答案为:李鸿章
2023-01-08 12:40:08:	2.[单选题] 下列各项中，不属于洋务运动对中国民族资本主义发展产生的促进作用的是（）。
2023-01-08 12:40:17:	答案为:C
2023-01-08 12:40:20:	3.[判断题] 官督商办的企业主要是企业家们在管理，官员并不干预。
2023-01-08 12:40:29:	答案为:B
2023-01-08 12:40:37:	该小节已完成......
2023-01-08 13:17:40:	

2023-01-08 13:17:40:	5.4 洋务运动的性质
2023-01-08 13:17:40:	

2023-01-08 13:17:40:	5.5 洋务运动失败的原因
2023-01-08 13:17:51:	1.[单选题] （）标志着洋务运动的失败。
2023-01-08 13:18:00:	答案为:A
2023-01-08 13:18:04:	2.[单选题] 洋务运动的封建性从根本上体现在（）。
2023-01-08 13:18:13:	答案为:D
2023-01-08 13:19:13:	3.[判断题] 洋务运动推行了30年，在一定程度上缓解了清政府半殖民地半封建社会的危机。
2023-01-08 13:21:03:	

2023-01-08 13:21:03:	5.4 洋务运动的性质
2023-01-08 13:21:04:	

2023-01-08 13:21:04:	5.5 洋务运动失败的原因
2023-01-08 13:21:13:	1.[单选题] （）标志着洋务运动的失败。
2023-01-08 13:21:22:	答案为:A
2023-01-08 13:21:26:	2.[单选题] 洋务运动的封建性从根本上体现在（）。
2023-01-08 13:21:34:	答案为:D
2023-01-08 13:21:36:	3.[判断题] 洋务运动推行了30年，在一定程度上缓解了清政府半殖民地半封建社会的危机。
2023-01-08 13:21:45:	答案为:B
2023-01-08 13:21:50:	该小节已完成......
2023-01-08 13:21:51:	

2023-01-08 13:21:51:	6.1 戊戌维新运动发生的历史背景（一）
2023-01-08 13:22:01:	1.[单选题] 下列各项中，不属于中国早期资本主义的特点的是（）。
2023-01-08 13:22:10:	答案为:A
2023-01-08 13:22:14:	2.[单选题] 在洋务运动中诞生的中国第一批近代企业没有采取的组织形式是（）。
2023-01-08 13:55:08:	

2023-01-08 13:55:08:	6.1 戊戌维新运动发生的历史背景（一）
2023-01-08 13:55:17:	1.[单选题] 下列各项中，不属于中国早期资本主义的特点的是（）。
2023-01-08 13:55:26:	答案为:A
2023-01-08 13:55:31:	2.[单选题] 在洋务运动中诞生的中国第一批近代企业没有采取的组织形式是（）。
2023-01-08 13:55:39:	答案为:民办
2023-01-08 13:55:40:	3.[单选题] 中国的民族资本主义最早诞生于（）。
2023-01-08 13:55:49:	答案为:十九世纪70年代
2023-01-08 13:55:55:	该单选题未完成.......
2023-01-08 13:56:02:	该小节已保存......
2023-01-08 13:56:05:	

2023-01-08 13:56:05:	6.2 戊戌维新运动发生的历史背景（二）
2023-01-08 13:56:15:	1.[单选题] 早期维新思想家具有鲜明的重商倾向，其中（）的“商战”理论提倡以商立国。
2023-01-08 13:56:24:	答案为:B
2023-01-08 13:56:27:	2.[多选题] 以下选项属于戊戌维新运动的意义的是（）。
2023-01-08 13:56:35:	答案为:是一场思想启蒙运动#是一场资产阶级性质的政治改良运动#是一次爱国救亡运动    *******代码结束后请手动完成********
2023-01-08 13:56:35:	答案为:是一场思想启蒙运动#是一场资产阶级性质的政治改良运动#是一次爱国救亡运动    *******代码结束后请手动完成********
2023-01-08 13:56:35:	3.[判断题] 作品《盛世危言》中的思想直接影响了戊戌维新变法。
2023-01-08 13:56:44:	答案为:A
2023-01-08 13:56:52:	该小节已保存......
2023-01-08 13:56:53:	

2023-01-08 13:56:53:	6.3 戊戌维新运动发生的历史背景（三）
2023-01-08 13:57:03:	1.[单选题] （）第一个介绍了资产阶级立法、司法、行政三权分立的原则。
2023-01-08 13:57:11:	答案为:B
2023-01-08 13:57:14:	2.[单选题] 下列各项中，不属于康有为维新思想的内容的是（）。
2023-01-08 13:57:22:	答案为:B
2023-01-08 13:57:24:	3.[判断题] 康有为通过介绍、评论和褒扬西方各国改革思想和措施的方式，在大量的文章中宣传、阐述自己的改革主张。
2023-01-08 13:57:32:	答案为:B
2023-01-08 13:57:37:	该小节已完成......
2023-01-08 13:57:39:	

2023-01-08 13:57:39:	6.4 戊戌维新变法运动的发展过程
2023-01-08 13:57:51:	1.[单选题] 戊戌变法运动期间，维新派认为“中国所以不可为者，由于上权太重，民权尽失”，而“立国会、立宪法”则是西方国家富强的原因所在。顽固派则称“自有祖宗遗制，岂容轻改？”“治天下者，大权不可以旁落，况移于民乎？”。这说明维新派和顽固派就（）展开论战。
2023-01-08 13:58:00:	答案为:['要不要兴民权', '实行君主立宪\n']
2023-01-08 13:58:03:	2.[单选题] 下列人物中，属于戊戌六君子的是（）。
2023-01-08 13:58:12:	答案为:A
2023-01-08 13:58:15:	3.[判断题] 光绪皇帝对戊戌维新运动持反对态度。
2023-01-08 13:58:24:	答案为:B
2023-01-08 13:58:25:	4.[判断题] 顽固派和维新派展开论战的焦点是：要不要实行君主立宪，要不要废除八股、改科举和兴西学。
2023-01-08 13:58:33:	答案为:A
2023-01-08 13:58:41:	该小节已保存......
2023-01-08 13:58:42:	

2023-01-08 13:58:42:	6.5 戊戌维新运动的意义
2023-01-08 13:58:58:	1.[单选题] 下列各项中，在戊戌维新运动中创建的是（）。
2023-01-08 13:59:08:	答案为:京师大学堂
2023-01-08 13:59:11:	2.[判断题] 戊戌维新运动是一场资产阶级性质的政治改良运动，带有反帝爱国的性质。
2023-01-08 13:59:19:	答案为:A
2023-01-08 13:59:20:	3.[判断题] 戊戌维新运动与洋务运动的根本区别是维新派不主张改革君主专制制度。
2023-01-08 13:59:28:	答案为:B
2023-01-08 13:59:33:	该小节已完成......
2023-01-08 13:59:34:	

2023-01-08 13:59:34:	6.6 戊戌维新运动失败的原因
2023-01-08 13:59:44:	1.[单选题] 下列各项中，不属于维新变法失败的原因的是（）。
2023-01-08 13:59:53:	答案为:反对西方近代的教育制度
2023-01-08 13:59:54:	2.[判断题] 维新变法得到了军队和官僚的支持。
2023-01-08 14:00:03:	答案为:B
2023-01-08 14:00:08:	该小节已完成......
2023-01-08 14:00:10:	

2023-01-08 14:00:10:	7.1 资产阶级革命的历史条件（一）
2023-01-08 14:00:21:	1.[单选题] 以下各项中，不属于辛亥革命爆发的历史条件的是（）。
2023-01-08 14:00:29:	答案为:D
2023-01-08 14:00:33:	2.[判断题] 清政府的“新政”实行三权分立的原则，成立中国历史上第一个君主立宪政体的参议院，颁布了第一部宪法《钦定宪法纲要》。
2023-01-08 14:00:41:	答案为:B
2023-01-08 14:00:42:	3.[判断题] 1901年，清政府成立督办政务处，宣布实行“新政”。
2023-01-08 14:00:50:	答案为:A
2023-01-08 14:00:56:	该小节已完成......
2023-01-08 14:00:58:	

2023-01-08 14:00:58:	7.2 资产阶级革命的历史条件（二）
2023-01-08 14:01:16:	1.[单选题] 五大臣考察国外政治后，认为立宪会带来“三大利”。下列各项中，不属于这“三大利”的是（）。
2023-01-08 14:01:24:	答案为:民主共和
2023-01-08 14:01:27:	2.[判断题] 清政府进行预备立宪新政的原因之一是部分封建统治阶级内部的开明官员认识到变革的必要性。
2023-01-08 14:01:36:	答案为:B
2023-01-08 14:01:37:	3.[判断题] 从本质上讲，清末“新政”是地主阶级的自救运动，它缓解了社会矛盾和危机。
2023-01-08 14:01:45:	答案为:B
2023-01-08 14:01:50:	该小节已完成......
2023-01-08 14:01:52:	

2023-01-08 14:01:52:	7.3 资产阶级革命派的活动（一）
2023-01-08 14:02:03:	1.[单选题] 1894年，孙中山向（）上书提出“人能尽其才，地能尽其利，物能尽其用，货能畅其流”的主张。
2023-01-08 14:02:13:	答案为:C
2023-01-08 14:02:17:	2.[单选题] 以下各项中，不属于清末资产阶级知识分子的特点的是（）。
2023-01-08 14:02:26:	答案为:D
2023-01-08 14:02:28:	3.[判断题] 兴中会是中国第一个资产阶级革命团体，它的建立标志着资产阶级革命民主派正式登上中国政治舞台。
2023-01-08 14:02:37:	答案为:A
2023-01-08 14:02:42:	该小节已完成......
2023-01-08 14:02:45:	

2023-01-08 14:02:45:	7.4 资产阶级革命派的活动（二）
2023-01-08 14:02:55:	1.[单选题] 1905年，孙中山和黄兴等人在（）成立统一的革命政党，以“驱除鞑虏，恢复中华，建立民国，平均地权”为革命宗旨。
2023-01-08 14:03:04:	答案为:东京
2023-01-08 14:03:07:	2.[单选题] （）是首个统一的全国性资产阶级革命政党。
2023-01-08 14:03:15:	答案为:C
2023-01-08 14:03:16:	3.[判断题] 资产阶级革命派的宣传和组织工作主要是创办刊物和革命读物、组织成立资产阶级革命团体。
2023-01-08 14:03:25:	答案为:A
2023-01-08 14:03:30:	该小节已完成......
2023-01-08 14:03:44:	

2023-01-08 14:03:44:	6.1 戊戌维新运动发生的历史背景（一）
2023-01-08 14:03:52:	1.[单选题] 下列各项中，不属于中国早期资本主义的特点的是（）。
2023-01-08 14:04:01:	答案为:A
2023-01-08 14:04:05:	2.[单选题] 在洋务运动中诞生的中国第一批近代企业没有采取的组织形式是（）。
2023-01-08 14:04:13:	答案为:D
2023-01-08 14:04:14:	3.[单选题] 中国的民族资本主义最早诞生于（）。
2023-01-08 14:04:22:	答案为:十九世纪70年代
2023-01-08 14:04:29:	该单选题未完成.......
2023-01-08 14:04:36:	该小节已保存......
2023-01-08 14:04:37:	

2023-01-08 14:04:37:	6.2 戊戌维新运动发生的历史背景（二）
2023-01-08 14:04:47:	1.[单选题] 早期维新思想家具有鲜明的重商倾向，其中（）的“商战”理论提倡以商立国。
2023-01-08 14:04:55:	答案为:B
2023-01-08 14:04:59:	2.[多选题] 以下选项属于戊戌维新运动的意义的是（）。
2023-01-08 14:05:08:	答案为:是一场思想启蒙运动#是一场资产阶级性质的政治改良运动#是一次爱国救亡运动    *******代码结束后请手动完成********
2023-01-08 14:05:08:	答案为:是一场思想启蒙运动#是一场资产阶级性质的政治改良运动#是一次爱国救亡运动    *******代码结束后请手动完成********
2023-01-08 14:05:08:	3.[判断题] 作品《盛世危言》中的思想直接影响了戊戌维新变法。
2023-01-08 14:05:16:	答案为:A
2023-01-08 14:05:24:	该小节已保存......
2023-01-08 14:05:24:	

2023-01-08 14:05:24:	6.3 戊戌维新运动发生的历史背景（三）
2023-01-08 14:05:24:	

2023-01-08 14:05:24:	6.4 戊戌维新变法运动的发展过程
2023-01-08 14:05:35:	1.[单选题] 早期维新思想家具有鲜明的重商倾向，其中（）的“商战”理论提倡以商立国。
2023-01-08 14:05:44:	答案为:B
2023-01-08 14:05:47:	2.[多选题] 以下选项属于戊戌维新运动的意义的是（）。
2023-01-08 14:05:55:	答案为:是一场思想启蒙运动#是一场资产阶级性质的政治改良运动#是一次爱国救亡运动    *******代码结束后请手动完成********
2023-01-08 14:05:55:	答案为:是一场思想启蒙运动#是一场资产阶级性质的政治改良运动#是一次爱国救亡运动    *******代码结束后请手动完成********
2023-01-08 14:05:55:	3.[判断题] 作品《盛世危言》中的思想直接影响了戊戌维新变法。
2023-01-08 14:06:03:	答案为:A
2023-01-08 14:06:10:	该小节已保存......
2023-01-08 14:06:13:	

2023-01-08 14:06:13:	6.5 戊戌维新运动的意义
2023-01-08 14:06:13:	

2023-01-08 14:06:13:	6.6 戊戌维新运动失败的原因
2023-01-08 14:06:13:	

2023-01-08 14:06:13:	7.1 资产阶级革命的历史条件（一）
2023-01-08 14:06:13:	

2023-01-08 14:06:13:	7.2 资产阶级革命的历史条件（二）
2023-01-08 14:06:13:	

2023-01-08 14:06:13:	7.3 资产阶级革命派的活动（一）
2023-01-08 14:06:13:	

2023-01-08 14:06:13:	7.4 资产阶级革命派的活动（二）
2023-01-08 14:29:25:	

2023-01-08 14:29:25:	7.3 资产阶级革命派的活动（一）
2023-01-08 14:29:25:	

2023-01-08 14:29:25:	7.4 资产阶级革命派的活动（二）
2023-01-08 14:29:25:	

2023-01-08 14:29:25:	7.5 三民主义学说和资产阶级共和国方案
2023-01-08 14:47:16:	

2023-01-08 14:47:16:	7.5 三民主义学说和资产阶级共和国方案
2023-01-08 14:47:26:	1.[单选题] 孙中山提出的五权是在三权分立的基础上增加了监督权和（）。
2023-01-08 14:47:35:	答案为:考试权
2023-01-08 14:47:39:	2.[单选题] （）是三民主义的核心内容。
2023-01-08 14:47:47:	答案为:民权
2023-01-08 14:47:51:	3.[单选题] 以下对三民主义的评价中，正确的是（）。
2023-01-08 14:48:01:	答案为:它是近代中国第一个比较完整的资产阶级民主主义纲领
2023-01-08 14:48:07:	该单选题未完成.......
2023-01-08 14:48:07:	4.[判断题] “三民主义”的民生主义讲到了城市土地问题和农村土地制度，其能解决中国的封建土地制度问题。
2023-01-08 14:48:16:	答案为:B
2023-01-08 14:48:24:	该小节已保存......
2023-01-08 14:48:25:	

2023-01-08 14:48:25:	8.1 资产阶级发动武装起义（一）
2023-01-08 14:48:35:	1.[判断题] 资产阶级的革命活动还包括了进行暗杀和武装活动，汪精卫参与了刺杀摄政王载沣。
2023-01-08 14:48:44:	答案为:A
2023-01-08 14:48:48:	该小节已完成......
2023-01-08 14:48:51:	

2023-01-08 14:48:51:	8.2 资产阶级发动武装起义（二）
2023-01-08 14:49:01:	1.[单选题] 1911年，同盟会在广州发动黄花岗起义，具体由（）负责指挥。
2023-01-08 14:49:09:	答案为:C
2023-01-08 14:49:13:	2.[单选题] 武昌起义依靠的主要力量是（）。
2023-01-08 14:49:21:	答案为:C
2023-01-08 14:49:24:	3.[判断题] 武昌起义口号是“运动军队为主，不轻率发难”的方针。
2023-01-08 14:49:32:	答案为:A
2023-01-08 14:49:34:	4.[判断题] 1912年2月，清政府被迫退位，宣告延续了两千年的封建帝制终于覆灭。
2023-01-08 14:49:41:	答案为:A
2023-01-08 14:49:47:	该小节已完成......
2023-01-08 14:49:48:	

2023-01-08 14:49:48:	8.3 中华民国的建立
2023-01-08 14:49:55:	

2023-01-08 14:49:55:	8.4 辛亥革命失败及原因（一）
2023-01-08 14:50:01:	

2023-01-08 14:50:01:	8.5 辛亥革命失败及原因（二）
2023-01-08 14:50:12:	1.[单选题] 以下各项中，不属于辛亥革命的失败的是（）。
2023-01-08 14:50:20:	答案为:C
2023-01-08 14:50:24:	2.[判断题] 资产阶级革命失败的其中一个原因是对帝国主义抱有幻想，未认识到反对封建军阀必须反对帝国主义。
2023-01-08 14:50:32:	答案为:A
2023-01-08 14:50:34:	3.[判断题] 武昌起义后，资产阶级革命党在各地建立的民军，大部分是由原来的旧军和会党改编而成，领导权掌握在革命党手中。
2023-01-08 14:50:42:	答案为:B
2023-01-08 14:50:47:	该小节已完成......
2023-01-08 14:50:49:	

2023-01-08 14:50:49:	9.1 北洋军阀的黑暗统治（一）
2023-01-08 14:50:58:	1.[单选题] 近代史专家李新先生认为，（）是判断军阀与非军阀的最重要标准。
2023-01-08 14:51:07:	答案为:是否实行武治
2023-01-08 14:51:10:	2.[单选题] 皖系军阀统治时期，掌握实权的人物是（）。
2023-01-08 14:51:19:	答案为:D
2023-01-08 14:51:20:	3.[判断题] 奉系军阀中，曹锟和张作霖都做过中华民国的总统。
2023-01-08 14:51:29:	答案为:B
2023-01-08 14:51:34:	该小节已完成......
2023-01-08 14:51:37:	

2023-01-08 14:51:37:	9.2 北洋军阀的黑暗统治（二）
2023-01-08 14:51:48:	1.[单选题] 袁世凯刺杀宋教仁的原因是（）。
2023-01-08 14:51:56:	答案为:D
2023-01-08 14:52:00:	2.[单选题] 唐绍仪因为不满意袁世凯无视临时约法的行为，于（）辞职。
2023-01-08 14:52:07:	答案为:C
2023-01-08 14:52:08:	3.[判断题] 日本欲扶植唐绍仪，蒋介石为避免对国民党名声产生不利，派人暗杀唐绍仪。
2023-01-08 14:52:17:	答案为:A
2023-01-08 14:52:22:	该小节已完成......
2023-01-08 14:52:24:	

2023-01-08 14:52:24:	9.3 北洋军阀的黑暗统治（三）
2023-01-08 14:52:32:	

2023-01-08 14:52:32:	9.4 新文化运动的兴起
2023-01-08 14:52:45:	

2023-01-08 14:52:45:	9.3 北洋军阀的黑暗统治（三）
2023-01-08 14:52:52:	

2023-01-08 14:52:52:	9.4 新文化运动的兴起
2023-01-08 14:53:00:	

2023-01-08 14:53:00:	9.5 白话文革命
2023-01-08 14:53:08:	

2023-01-08 14:53:08:	9.6 鲁迅与新小说
2023-01-08 14:53:08:	

2023-01-08 14:53:08:	9.7 新文化运动的意义与局限性
2023-01-08 14:53:08:	

2023-01-08 14:53:08:	10.1 五四运动爆发的原因（一）
2023-01-08 14:53:16:	

2023-01-08 14:53:16:	10.2 五四运动爆发的原因（二）
2023-01-08 14:53:24:	

2023-01-08 14:53:24:	10.3 马克思主义在中国的初步传播（一）
2023-01-08 14:53:32:	

2023-01-08 14:53:32:	10.4 马克思主义在中国的初步传播（二）
2023-01-08 14:53:42:	1.[单选题] 巴黎和会上中国外交失败后，《晨报》于1919年（）刊载了林长民的《外交警报敬告国人》。
2023-01-08 14:53:50:	答案为:C
2023-01-08 14:53:54:	2.[单选题] （）是中国第一个马克思主义的积极传播者。
2023-01-08 14:54:03:	答案为:李大钊
2023-01-08 14:54:04:	3.[判断题] 新文化运动时，资产阶级改良派、革命派、无政府主义者都接受并开始向大众介绍了马克思主义。
2023-01-08 14:54:13:	答案为:B
2023-01-08 14:54:18:	该小节已完成......
2023-01-08 14:54:20:	

2023-01-08 14:54:20:	10.5 五四运动的发展过程与发扬五四精神
2023-01-08 14:54:31:	1.[单选题] 关于五四运动的特点，以下说法中错误的是（）。
2023-01-08 14:54:40:	答案为:没有取得任何积极成果
2023-01-08 14:54:44:	2.[单选题] 五四运动的直接斗争目标是（）。
2023-01-08 14:54:52:	答案为:A
2023-01-08 14:54:54:	3.[判断题] 五四运动成为了中国革命的新阶段即旧民主主义的开端。
2023-01-08 14:55:01:	答案为:B
2023-01-08 14:55:06:	该小节已完成......
2023-01-08 14:55:13:	

2023-01-08 14:55:13:	10.5 五四运动的发展过程与发扬五四精神
2023-01-08 14:55:20:	

2023-01-08 14:55:20:	11.1 中国共产党建立的阶级基础和思想基础
2023-01-08 14:55:31:	1.[单选题] 1919年至1921年期间，马克思主义者与反马克思主义者的论战主题不包括（）。
2023-01-08 14:55:39:	答案为:尊孔复古
2023-01-08 14:55:43:	2.[单选题] 以下各项中，不是中国工人阶级所独有的特殊优点的是（）。
2023-01-08 14:55:51:	答案为:D
2023-01-08 14:55:54:	3.[单选题] 中国共产党产生的阶级条件是（）。
2023-01-08 14:56:03:	答案为:C
2023-01-08 14:56:10:	该小节已保存......
2023-01-08 14:56:10:	

2023-01-08 14:56:10:	11.2 中国早期马克思主义者队伍（一）
2023-01-08 14:56:19:	

2023-01-08 14:56:19:	11.3 中国早期马克思主义者队伍（二）
2023-01-08 14:56:26:	

2023-01-08 14:56:26:	11.4 中国共产党的早期组织和中共一大（一）
2023-01-08 14:59:00:	

2023-01-08 14:59:00:	11.1 中国共产党建立的阶级基础和思想基础
2023-01-08 14:59:10:	1.[单选题] 1919年至1921年期间，马克思主义者与反马克思主义者的论战主题不包括（）。
2023-01-08 14:59:17:	答案为:尊孔复古
2023-01-08 14:59:21:	2.[单选题] 以下各项中，不是中国工人阶级所独有的特殊优点的是（）。
2023-01-08 14:59:29:	答案为:D
2023-01-08 14:59:32:	3.[单选题] 中国共产党产生的阶级条件是（）。
2023-01-08 14:59:40:	答案为:B
2023-01-08 14:59:48:	该小节已保存......
2023-01-08 14:59:49:	

2023-01-08 14:59:49:	11.2 中国早期马克思主义者队伍（一）
2023-01-08 15:37:36:	

2023-01-08 15:37:36:	11.1 中国共产党建立的阶级基础和思想基础
2023-01-08 15:37:45:	1.[单选题] 1919年至1921年期间，马克思主义者与反马克思主义者的论战主题不包括（）。
2023-01-08 15:39:58:	

2023-01-08 15:39:58:	11.1 中国共产党建立的阶级基础和思想基础
2023-01-08 15:40:08:	1.[单选题] 1919年至1921年期间，马克思主义者与反马克思主义者的论战主题不包括（）。
2023-01-08 15:40:17:	答案为:尊孔复古
2023-01-08 15:40:21:	2.[单选题] 以下各项中，不是中国工人阶级所独有的特殊优点的是（）。
2023-01-08 15:40:29:	答案为:D
2023-01-08 15:40:32:	3.[单选题] 中国共产党产生的阶级条件是（）。
2023-01-08 15:40:41:	答案为:C
2023-01-08 15:40:46:	该小节已完成......
2023-01-08 15:40:49:	

2023-01-08 15:40:49:	11.2 中国早期马克思主义者队伍（一）
2023-01-08 15:40:55:	

2023-01-08 15:40:55:	11.3 中国早期马克思主义者队伍（二）
2023-01-08 15:41:02:	

2023-01-08 15:41:02:	11.4 中国共产党的早期组织和中共一大（一）
2023-01-08 15:41:08:	

2023-01-08 15:41:08:	11.5 中国共产党的早期组织和中共一大（二）
2023-01-08 15:41:15:	

2023-01-08 15:41:15:	11.6 中共一大代表的人生轨迹
2023-01-08 15:41:25:	1.[单选题] 在革命时期英勇牺牲的中共一大参会代表不包括（）。
2023-01-08 15:41:34:	答案为:C
2023-01-08 15:41:37:	2.[单选题] 中共一大是在（）上的一艘游船中胜利闭幕的。
2023-01-08 15:41:45:	答案为:浙江嘉兴南湖
2023-01-08 15:41:50:	该小节已完成......
2023-01-08 15:41:52:	

2023-01-08 15:41:52:	11.7 中国共产党成立的历史特点和历史意义
2023-01-08 15:42:06:	

2023-01-08 15:42:06:	11.8 中国民主革命纲领的制定
2023-01-08 15:42:13:	

2023-01-08 15:42:13:	12.1 国民革命与国共合作的建立
2023-01-08 15:42:24:	

2023-01-08 15:42:24:	12.1 国民革命与国共合作的建立
2023-01-08 15:42:30:	

2023-01-08 15:42:30:	12.2 中国国民党一大与国民革命的高潮（一）
2023-01-08 15:42:40:	1.[单选题] 国民党一大召开的时间和地点是（）。
2023-01-08 15:42:49:	答案为:['1924年1月', '广州\n']
2023-01-08 15:42:51:	2.[单选题] 孙中山通过（）最早公开提出联俄政策。
2023-01-08 15:42:59:	答案为:B
2023-01-08 15:43:01:	3.[判断题] 经过国民党一大的讨论，只有中国共产党党员被允许以个人身份加入国民党。
2023-01-08 15:43:09:	答案为:B
2023-01-08 15:43:17:	该小节已保存......
2023-01-08 15:43:17:	

2023-01-08 15:43:17:	12.3 中国国民党一大与国民革命的高潮（二）
2023-01-08 15:44:35:	

